AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
3,885,1,1,3,3,0,2,2,4,10491520,32,1,0,0
6,1983,2,1,5,4,1,3,1,6,23600457,21,1,0,0
6,1522,1,1,4,4,1,4,2,6,14704709,15,0,0,1
6,1970,2,1,5,2,1,2,1,6,15630186,27,0,0,1
4,1572,2,1,4,3,0,3,1,6,14308876,30,1,0,0
6,1507,1,1,4,3,1,3,3,4,19378601,10,1,0,0
5,1330,1,1,3,1,0,3,2,5,12556492,7,1,0,0
5,1373,2,1,4,4,1,4,2,5,10254541,7,0,1,0
2,1118,1,1,3,3,1,1,2,3,8636379,35,0,1,0
6,1591,1,1,4,4,0,4,2,6,12358695,38,0,1,0
5,1404,2,1,4,3,0,3,2,5,8996634,14,0,1,0
6,1867,2,1,5,1,0,4,1,6,21134979,16,1,0,0
5,2479,4,2,6,2,0,2,2,6,13665669,19,0,0,1
5,1768,2,1,4,4,1,2,2,4,15549818,30,1,0,0
4,1650,2,1,4,4,1,1,2,2,10056943,8,0,0,1
2,1035,1,1,3,3,0,3,2,5,9481374,5,0,1,0
3,936,1,1,3,3,1,1,3,6,10318704,14,0,1,0
2,918,1,1,3,1,1,3,2,1,7322340,12,0,0,1
3,785,1,1,2,1,1,3,3,4,8867034,9,0,0,1
3,923,1,1,3,3,1,4,3,6,14212672,16,1,0,0
6,1592,1,1,4,3,1,3,2,5,19456368,36,1,0,0
5,1350,2,1,4,2,1,2,2,6,14118347,19,1,0,0
3,1245,2,1,4,2,1,1,1,5,14155749,39,1,0,0
1,1563,2,2,4,2,0,3,2,2,6483286,29,0,1,0
3,725,1,1,2,3,0,3,1,6,7399042,12,0,1,0
5,2442,4,2,6,3,0,2,3,4,13180117,11,0,0,1
3,1110,1,1,3,2,1,4,3,5,11174757,16,0,0,1
1,559,1,1,2,3,1,2,1,5,5700816,36,0,1,0
6,1708,1,1,4,3,1,4,3,6,22155707,19,1,0,0
1,829,1,1,2,5,1,3,3,2,9143157,8,1,0,0
6,1744,1,1,4,2,0,1,2,4,18949116,32,1,0,0
7,1649,1,1,4,2,1,2,1,4,13008841,19,0,0,1
5,1323,1,1,3,1,0,4,2,5,12594197,12,1,0,0
4,1864,3,2,5,5,0,1,3,6,11880709,15,0,1,0
4,1514,2,1,4,3,1,2,2,5,11272435,8,0,0,1
6,1669,1,1,4,5,0,4,3,5,13477821,5,0,1,0
6,1993,2,1,5,5,1,3,3,4,16330613,14,0,0,1
1,1459,2,2,4,3,1,2,1,6,9981224,19,0,0,1
5,2136,3,2,5,1,1,3,2,6,13498855,14,0,0,1
1,1165,1,1,3,5,1,1,3,2,8003525,15,0,0,1
2,1132,1,1,3,4,1,2,1,3,8197681,39,0,1,0
1,813,1,1,2,5,0,3,3,1,4466672,46,0,1,0
3,815,1,1,3,5,1,3,3,4,11921337,31,1,0,0
3,1277,2,1,4,1,0,1,2,6,14911452,16,1,0,0
3,1028,1,1,3,1,0,3,2,4,11676704,23,1,0,0
6,1572,1,1,4,3,0,1,1,6,12829421,23,0,0,1
4,1507,2,1,4,3,0,4,3,3,8182051,50,0,1,0
3,1002,1,1,3,3,1,2,1,6,10424127,8,0,0,1
2,1023,1,1,3,4,0,2,2,2,11255625,28,1,0,0
4,1506,2,1,4,3,1,2,3,2,8223767,53,0,1,0
5,1348,2,1,4,4,0,3,2,4,8310305,7,0,1,0
3,1125,1,1,3,5,0,1,1,6,13503762,17,1,0,0
3,1066,1,1,3,5,0,2,3,6,10730044,21,0,0,1
4,1797,2,1,4,5,1,1,2,5,17329961,21,1,0,0
5,1459,2,1,4,2,0,2,2,5,8795022,21,0,1,0
1,604,1,1,2,1,1,3,3,2,6789365,28,1,0,0
4,1808,3,2,5,2,0,3,1,5,14579317,55,1,0,0
3,732,1,1,2,3,1,1,1,6,11379237,10,1,0,0
3,1205,2,1,4,5,0,2,3,5,10894666,22,0,0,1
1,712,1,1,2,3,0,3,3,4,7785636,29,1,0,0
7,1710,1,1,4,3,0,3,3,5,14295811,6,0,0,1
3,1154,1,1,3,1,0,2,2,4,8035834,16,0,1,0
6,1783,1,1,4,5,1,1,1,4,12782390,23,0,1,0
1,1221,1,1,3,4,1,2,1,5,8694651,8,0,0,1
1,752,1,1,2,1,1,4,2,6,9424369,38,1,0,0
4,1906,3,2,5,2,0,3,3,2,9446091,54,0,0,1
1,1119,1,1,3,2,1,3,3,1,6978703,14,0,0,1
3,865,1,1,3,3,0,4,3,4,11335115,24,1,0,0
3,1224,2,1,4,2,0,4,3,4,9142472,30,0,1,0
7,1520,1,1,4,3,1,1,2,4,18367069,43,1,0,0
1,1070,1,1,3,2,1,4,1,2,5976482,9,0,1,0
6,1719,1,1,4,3,0,4,3,5,14290218,20,0,0,1
3,752,1,1,2,4,0,2,2,6,7964574,40,0,0,1
1,1624,2,2,4,2,0,3,3,3,8255045,42,0,0,1
4,1590,2,1,4,5,0,1,3,6,11456002,36,0,0,1
3,779,1,1,2,4,1,2,3,6,9306504,28,0,1,0
4,1789,2,1,4,5,1,2,3,6,13205258,31,0,0,1
2,926,1,1,3,4,1,3,3,3,9192027,11,0,1,0
3,998,1,1,3,1,0,2,1,4,6437074,36,0,1,0
3,887,1,1,3,3,0,2,2,4,10838580,18,1,0,0
3,721,1,1,2,1,1,2,1,5,7447394,9,0,1,0
4,1784,2,1,4,5,1,2,3,4,11482234,18,0,1,0
1,907,1,1,3,1,1,3,2,2,7782223,44,1,0,0
5,1997,3,2,5,2,1,4,2,6,13562388,10,0,0,1
6,1933,2,1,5,5,1,1,3,4,22681808,39,1,0,0
4,1953,3,2,5,5,1,3,3,2,17270568,12,1,0,0
3,913,1,1,3,3,1,3,1,6,12786852,19,1,0,0
3,1060,1,1,3,2,0,3,1,4,11222867,33,1,0,0
5,1601,2,1,4,2,1,3,2,4,10730291,19,0,0,1
6,1703,1,1,4,5,1,2,3,6,22535997,19,1,0,0
7,1812,2,1,5,3,1,3,2,5,15252296,28,0,0,1
1,1145,1,1,3,3,1,3,1,3,9801575,14,1,0,0
7,1678,1,1,4,5,1,3,1,4,12381651,26,0,1,0
3,1262,2,1,4,4,1,4,3,6,12441051,25,0,0,1
3,1138,1,1,3,3,0,4,3,6,14933733,8,1,0,0
6,1943,2,1,5,5,1,1,1,6,23493065,13,1,0,0
1,1277,1,1,3,2,0,4,2,5,11127725,17,1,0,0
6,1639,1,1,4,4,1,1,1,4,11899881,16,0,1,0
7,1580,1,1,4,5,0,2,2,6,20135221,8,1,0,0
7,1900,2,1,5,2,1,2,3,5,23339935,15,1,0,0
1,698,1,1,2,4,1,1,1,1,3393899,45,0,1,0
3,1033,1,1,3,2,0,2,3,4,8419478,15,0,1,0
5,1969,3,2,5,4,0,2,3,6,17767838,9,1,0,0
6,1847,2,1,5,3,1,1,2,6,16231873,12,0,0,1
4,1563,2,1,4,2,0,1,1,2,6446239,35,0,1,0
6,1756,1,1,4,1,0,3,3,6,14774893,14,0,0,1
6,1698,1,1,4,3,0,4,2,6,14386171,11,0,0,1
6,1689,1,1,4,5,0,3,1,5,19406498,30,1,0,0
6,1680,1,1,4,2,0,4,3,5,13928477,18,0,0,1
3,1170,1,1,3,1,0,2,3,4,9338799,25,0,0,1
1,1030,1,1,3,1,0,1,2,3,5408069,42,0,0,1
1,1338,2,2,4,5,0,4,1,3,7224960,23,0,0,1
2,1217,2,2,4,5,0,3,3,5,15624406,39,1,0,0
5,1984,3,2,5,3,1,4,3,6,14099090,15,0,0,1
5,2322,4,2,6,2,0,4,3,4,18697710,10,1,0,0
6,1691,1,1,4,5,0,3,2,4,12329564,5,0,1,0
6,1689,1,1,4,4,1,4,3,6,15473364,25,0,0,1
6,1703,1,1,4,2,1,1,1,4,13037084,14,0,0,1
4,1828,3,2,5,2,1,1,1,1,8908458,22,0,0,1
4,1545,2,1,4,1,0,1,1,1,6342070,29,0,0,1
1,1686,2,2,4,1,1,4,1,1,11065451,30,1,0,0
3,1136,1,1,3,3,0,4,1,5,9172017,20,0,0,1
4,1997,3,2,5,2,0,4,2,1,8861392,51,0,0,1
2,878,1,1,3,5,0,1,1,6,8919685,28,0,0,1
3,1057,1,1,3,1,1,3,3,5,14178250,24,1,0,0
1,521,1,1,2,1,0,1,1,1,2253935,24,0,0,1
1,1457,2,2,4,1,1,2,2,4,8192976,36,0,1,0
2,1021,1,1,3,4,1,1,2,6,14866552,22,1,0,0
4,1519,2,1,4,1,1,3,2,4,13611932,45,1,0,0
2,724,1,1,2,3,1,2,2,1,6556889,9,0,0,1
5,2004,3,2,5,3,1,3,2,6,18077498,27,1,0,0
3,734,1,1,2,2,0,4,1,5,6699741,40,0,0,1
7,1770,1,1,4,4,1,1,2,6,14377307,13,0,1,0
3,814,1,1,3,4,0,3,2,6,8448836,18,0,1,0
5,1486,2,1,4,3,1,4,3,5,15276363,24,1,0,0
3,1215,2,1,4,5,0,2,2,5,9716717,20,0,1,0
2,973,1,1,3,1,0,1,1,4,11444082,7,1,0,0
3,869,1,1,3,3,1,4,2,5,9702380,17,0,0,1
1,640,1,1,2,1,1,1,3,2,5214913,41,0,0,1
3,969,1,1,3,5,0,3,3,5,12896691,24,1,0,0
5,1609,2,1,4,2,0,2,2,5,9211093,30,0,1,0
5,1689,2,1,4,4,1,4,2,6,11797559,16,0,1,0
5,1917,3,2,5,1,0,3,3,6,12677253,8,0,0,1
3,1178,1,1,3,2,1,3,2,5,11034913,8,0,0,1
4,1530,2,1,4,1,0,4,2,1,11421023,28,1,0,0
4,1622,2,1,4,2,1,3,3,3,10681164,25,0,0,1
2,1013,1,1,3,3,1,2,2,6,11310905,19,0,0,1
3,1244,2,1,4,2,1,3,1,6,15380123,25,1,0,0
4,1840,3,2,5,1,0,2,1,3,8597657,35,0,0,1
7,1930,2,1,5,4,0,1,1,5,12137704,45,0,1,0
4,1942,3,2,5,5,0,4,1,3,9305778,25,0,1,0
4,1722,2,1,4,1,1,1,3,6,12007282,48,0,0,1
2,1182,1,1,3,3,1,2,2,6,16050763,29,1,0,0
2,1246,2,2,4,3,1,2,2,3,14897593,14,1,0,0
3,925,1,1,3,1,1,2,2,5,8747820,20,0,1,0
1,1434,2,2,4,2,0,4,2,4,7372418,37,0,1,0
3,1081,1,1,3,2,0,2,3,6,9284287,40,0,1,0
3,794,1,1,2,4,1,4,1,6,9037577,25,0,0,1
2,685,1,1,2,1,0,2,2,3,6336099,10,0,0,1
5,2025,3,2,5,5,0,3,3,6,18615644,8,1,0,0
4,1581,2,1,4,3,1,3,2,1,8647344,38,0,0,1
5,1731,2,1,4,4,0,2,3,6,10810098,23,0,1,0
1,1243,1,1,3,3,1,3,1,3,10251536,24,1,0,0
3,1184,1,1,3,5,1,4,3,4,10307755,40,0,1,0
4,1704,2,1,4,5,0,1,2,2,8225552,27,0,1,0
2,961,1,1,3,2,1,1,1,3,8178567,22,0,0,1
1,610,1,1,2,4,0,3,1,3,5642050,21,1,0,0
2,640,1,1,2,1,0,4,1,1,6710088,14,1,0,0
1,1650,2,2,4,5,0,1,3,2,12144026,13,1,0,0
2,734,1,1,2,2,0,1,3,1,5777643,26,0,0,1
3,717,1,1,2,3,1,3,1,4,9962148,14,1,0,0
1,1419,2,2,4,1,0,1,2,6,8283161,33,0,1,0
5,2055,3,2,5,4,1,3,2,5,12172827,11,0,1,0
3,1010,1,1,3,1,1,4,1,5,9199291,27,0,0,1
3,1011,1,1,3,4,0,3,2,4,11679420,27,1,0,0
6,1806,2,1,5,4,1,4,1,4,20657351,32,1,0,0
2,1225,2,2,4,5,0,4,2,1,8678894,20,0,0,1
2,1252,2,2,4,2,1,2,2,4,9913310,40,0,1,0
4,1913,3,2,5,1,1,4,1,5,16625553,36,1,0,0
4,1729,2,1,4,4,1,4,3,4,11636761,33,0,0,1
7,1717,1,1,4,5,1,4,2,4,14635728,15,0,0,1
1,1091,1,1,3,4,1,1,2,3,7091942,12,0,1,0
5,1629,2,1,4,4,1,4,2,6,16231588,11,1,0,0
5,1724,2,1,4,4,1,3,2,4,15441281,14,1,0,0
3,1198,1,1,3,5,0,4,3,4,9554873,19,0,1,0
1,1329,1,1,3,3,0,1,1,1,4575963,49,0,0,1
6,1634,1,1,4,3,1,4,3,6,21669477,20,1,0,0
1,979,1,1,3,4,1,3,2,6,8346676,42,0,1,0
4,1749,2,1,4,2,0,1,2,2,13110082,41,1,0,0
1,1446,2,2,4,1,0,4,2,5,11781018,30,1,0,0
3,1034,1,1,3,4,0,4,2,6,9452154,14,0,1,0
7,1722,1,1,4,3,0,3,3,4,12536281,14,0,1,0
6,1978,2,1,5,4,0,3,1,4,13884998,16,0,0,1
4,1529,2,1,4,3,1,2,1,1,11697461,38,1,0,0
3,1074,1,1,3,5,1,4,2,4,13663875,33,1,0,0
5,2341,4,2,6,4,0,2,3,5,19587816,16,1,0,0
3,1229,2,1,4,2,0,4,2,4,13905730,10,1,0,0
3,1215,2,1,4,3,1,2,3,4,11075053,10,0,0,1
6,1648,1,1,4,3,0,3,3,5,14174774,10,0,0,1
7,1795,1,1,4,2,0,4,2,6,14401076,33,0,0,1
4,1889,3,2,5,1,0,3,1,5,15593824,29,1,0,0
5,1527,2,1,4,3,1,2,2,6,10814916,16,0,1,0
3,951,1,1,3,4,0,2,1,4,10372157,34,1,0,0
7,1993,2,1,5,2,1,2,2,4,14219175,12,0,1,0
5,2329,4,2,6,1,1,4,3,6,21137174,8,1,0,0
2,1094,1,1,3,2,1,1,1,2,8025165,27,0,0,1
7,1796,1,1,4,2,1,3,1,6,13485827,33,0,1,0
3,946,1,1,3,1,0,4,2,5,8117240,21,0,1,0
4,1697,2,1,4,4,0,4,3,4,10046285,55,0,0,1
6,1813,2,1,5,1,0,2,2,4,12647138,40,0,0,1
5,1656,2,1,4,4,1,3,3,6,12211562,7,0,1,0
6,1738,1,1,4,3,1,4,2,6,22211878,12,1,0,0
3,1155,1,1,3,1,1,4,1,6,10192844,4,0,1,0
3,768,1,1,2,1,0,3,1,5,6865579,31,0,0,1
4,1818,3,2,5,2,1,2,1,2,9043436,47,0,0,1
2,1199,1,1,3,3,0,1,3,4,10297148,20,0,0,1
6,1658,1,1,4,1,0,1,1,6,18486044,42,1,0,0
5,2034,3,2,5,4,1,4,3,6,13579981,10,0,1,0
6,1899,2,1,5,1,1,1,1,5,13149303,29,0,1,0
5,1621,2,1,4,5,1,3,3,6,16926764,13,1,0,0
4,1660,2,1,4,2,1,2,2,2,9721331,11,0,0,1
1,1037,1,1,3,3,1,4,3,1,8543569,50,1,0,0
3,868,1,1,3,2,0,2,1,5,7854625,7,0,0,1
1,783,1,1,2,1,1,4,2,6,7492346,47,0,1,0
4,1642,2,1,4,5,0,2,3,6,16061409,28,1,0,0
6,1618,1,1,4,4,1,2,1,4,11415680,28,0,1,0
4,1645,2,1,4,3,0,3,3,5,9686789,44,0,1,0
1,1150,1,1,3,2,0,3,1,2,5375664,20,0,0,1
5,2186,3,2,5,3,1,4,3,6,14764454,15,0,0,1
4,1911,3,2,5,2,0,2,3,5,16285393,53,1,0,0
3,1058,1,1,3,1,1,2,1,4,7900295,35,0,1,0
7,1720,1,1,4,2,1,4,1,5,12620418,33,0,1,0
5,1719,2,1,4,1,1,2,2,6,11057919,10,0,1,0
3,1191,1,1,3,1,1,4,2,4,13782979,40,1,0,0
6,1903,2,1,5,2,0,3,1,5,13837968,27,0,0,1
3,1039,1,1,3,3,1,4,1,5,9032243,26,0,1,0
2,816,1,1,3,3,0,1,3,1,5989214,13,0,1,0
7,1848,2,1,5,4,1,3,2,6,23167417,23,1,0,0
2,931,1,1,3,2,0,1,1,4,11020882,8,1,0,0
5,2062,3,2,5,4,1,4,2,4,11562480,20,0,1,0
4,1894,3,2,5,2,1,3,1,1,14308612,26,1,0,0
1,1474,2,2,4,2,0,3,3,3,8013223,25,0,0,1
1,968,1,1,3,1,0,2,1,5,6143259,12,0,1,0
7,1827,2,1,5,4,0,2,2,6,13921614,14,0,1,0
3,709,1,1,2,4,0,3,2,6,8037243,15,0,1,0
6,1983,2,1,5,3,1,3,2,4,15245971,29,0,0,1
5,1464,2,1,4,1,0,4,2,4,12562104,13,1,0,0
2,1290,2,2,4,5,0,4,2,1,8895975,27,0,0,1
1,558,1,1,2,2,1,1,3,5,8311066,42,1,0,0
5,1863,3,2,5,5,0,4,2,6,12531771,8,0,0,1
2,1199,1,1,3,3,1,4,1,2,13122104,31,1,0,0
7,1631,1,1,4,4,1,4,3,4,20045497,40,1,0,0
4,1576,2,1,4,2,1,3,1,1,8119396,24,0,0,1
3,1148,1,1,3,3,1,1,3,6,11573124,28,0,0,1
6,1792,1,1,4,4,1,1,2,5,21760861,7,1,0,0
7,1808,2,1,5,2,0,3,3,5,13357604,17,0,1,0
7,1877,2,1,5,3,0,4,3,5,14294780,12,0,1,0
4,1760,2,1,4,5,1,2,2,6,13209674,5,0,0,1
3,966,1,1,3,1,0,3,2,4,10887403,36,1,0,0
1,979,1,1,3,5,1,2,3,4,8217358,40,0,0,1
3,1044,1,1,3,2,0,4,2,5,8974016,8,0,1,0
2,1180,1,1,3,2,0,4,2,5,14690287,16,1,0,0
3,1095,1,1,3,1,1,3,3,5,10669084,34,0,0,1
3,1202,2,1,4,5,0,4,1,6,10793953,4,0,0,1
2,691,1,1,2,4,1,1,3,3,10496342,27,1,0,0
1,1313,1,1,3,3,0,1,1,6,11145024,24,1,0,0
2,625,1,1,2,5,0,1,2,4,9132360,40,1,0,0
5,1933,3,2,5,1,0,2,3,5,16299640,22,1,0,0
1,681,1,1,2,2,1,4,1,6,6820836,43,0,1,0
1,636,1,1,2,3,0,4,1,4,4946795,27,0,0,1
6,1718,1,1,4,5,1,1,3,6,15154768,14,0,1,0
1,1086,1,1,3,4,1,3,1,5,7305777,45,0,1,0
3,845,1,1,3,1,0,3,1,5,10515005,10,1,0,0
6,1774,1,1,4,2,1,3,1,6,14678457,30,0,0,1
6,1730,1,1,4,1,0,4,3,5,12811189,34,0,1,0
3,1180,1,1,3,5,0,3,2,5,9348573,35,0,1,0
4,1607,2,1,4,4,0,1,2,5,14419358,24,1,0,0
2,1182,1,1,3,1,0,2,1,5,13760521,5,1,0,0
7,1539,1,1,4,2,0,2,3,4,17744002,32,1,0,0
1,1636,2,2,4,1,0,4,1,1,6001608,35,0,0,1
1,1088,1,1,3,2,0,2,2,4,6832864,32,0,0,1
1,1229,1,1,3,1,1,4,3,4,8540768,20,0,1,0
2,848,1,1,3,3,0,3,3,1,6902991,20,0,0,1
3,1209,2,1,4,2,1,4,3,4,15503658,5,1,0,0
5,2041,3,2,5,4,0,2,2,4,10077563,19,0,1,0
2,618,1,1,2,3,0,3,3,1,5740622,13,0,0,1
6,1750,1,1,4,2,0,2,3,5,12417133,34,0,1,0
6,1816,2,1,5,1,0,1,1,6,13779699,18,0,0,1
1,793,1,1,2,2,0,2,1,3,4622955,21,0,0,1
4,1737,2,1,4,2,0,4,3,2,13868489,34,1,0,0
2,658,1,1,2,5,0,4,1,1,4672400,18,0,1,0
2,1219,2,2,4,5,0,1,2,6,11679787,12,0,0,1
1,1272,1,1,3,4,0,4,3,4,10896535,37,1,0,0
3,919,1,1,3,2,1,1,3,5,9280523,23,0,1,0
6,1741,1,1,4,2,0,4,1,5,12643316,36,0,0,1
6,1984,2,1,5,5,0,1,2,6,15868576,26,0,0,1
5,2202,3,2,5,2,1,4,2,6,19678686,14,1,0,0
2,630,1,1,2,5,1,3,3,2,7688082,19,0,0,1
5,1344,2,1,4,3,0,4,2,6,13820638,8,1,0,0
1,915,1,1,3,1,0,4,1,2,6250753,43,1,0,0
4,1884,3,2,5,2,0,2,1,2,7210880,50,0,1,0
7,1989,2,1,5,2,0,1,2,5,13324515,37,0,1,0
2,730,1,1,2,1,1,2,3,4,8098476,21,0,1,0
3,1081,1,1,3,1,1,1,2,5,9079134,33,0,1,0
3,1198,1,1,3,4,1,1,2,4,14354645,15,1,0,0
3,927,1,1,3,3,0,4,1,6,8435839,15,0,1,0
4,1611,2,1,4,1,0,3,3,5,9773188,24,0,1,0
2,655,1,1,2,5,1,4,2,5,11866572,7,1,0,0
4,1634,2,1,4,5,1,3,3,3,15562156,19,1,0,0
5,1762,2,1,4,1,0,3,2,6,15261924,28,1,0,0
5,2049,3,2,5,4,0,4,2,4,10600547,11,0,1,0
4,1711,2,1,4,3,0,4,3,4,15143500,26,1,0,0
5,1807,3,2,5,1,1,2,2,6,16949158,23,1,0,0
1,591,1,1,2,3,1,2,1,5,7535074,31,1,0,0
7,1827,2,1,5,1,1,4,1,5,21460214,13,1,0,0
2,789,1,1,2,5,1,1,1,4,11071674,25,1,0,0
2,1299,2,2,4,4,0,1,3,6,16574854,40,1,0,0
2,786,1,1,2,2,0,1,3,4,7718250,31,0,0,1
4,1726,2,1,4,3,1,1,2,1,8037795,42,0,1,0
7,1790,1,1,4,3,1,2,2,5,14783009,21,0,0,1
2,691,1,1,2,3,0,1,1,3,5289815,26,0,1,0
5,1405,2,1,4,2,1,3,2,5,10699463,11,0,0,1
2,1009,1,1,3,4,1,2,2,4,13691636,11,1,0,0
6,1525,1,1,4,2,1,4,3,6,20609126,31,1,0,0
4,1847,3,2,5,1,1,2,3,5,11920750,13,0,1,0
3,1250,2,1,4,3,1,2,2,6,16225690,17,1,0,0
1,804,1,1,2,4,1,3,1,3,6287494,7,0,0,1
5,2117,3,2,5,3,1,3,2,5,13111402,17,0,0,1
5,2018,3,2,5,4,1,2,3,5,13131882,21,0,0,1
3,942,1,1,3,4,0,1,2,4,7899990,26,0,0,1
2,777,1,1,2,1,1,2,1,6,8849345,25,0,0,1
7,1695,1,1,4,5,1,3,3,4,13671409,22,0,1,0
2,902,1,1,3,3,0,2,3,2,11041969,5,1,0,0
4,1904,3,2,5,3,0,1,2,1,8972543,24,0,0,1
6,1536,1,1,4,2,0,2,1,4,10613913,43,0,0,1
1,827,1,1,2,5,1,2,3,5,8830740,17,0,0,1
4,1553,2,1,4,3,0,3,3,1,6812027,54,0,1,0
3,768,1,1,2,5,1,2,1,4,7458724,19,0,1,0
3,1245,2,1,4,2,0,4,2,6,15141884,8,1,0,0
4,1662,2,1,4,3,1,1,2,1,8891381,30,0,0,1
5,1958,3,2,5,3,0,4,3,5,11338783,21,0,1,0
5,2281,4,2,6,3,1,3,3,5,20494719,13,1,0,0
4,1908,3,2,5,3,1,2,1,2,8932495,35,0,1,0
2,916,1,1,3,3,1,1,1,6,9791999,34,0,0,1
3,1101,1,1,3,2,1,3,1,4,8763376,9,0,1,0
6,1518,1,1,4,5,1,1,1,5,13014524,33,0,0,1
2,1049,1,1,3,2,1,1,1,2,11618707,20,1,0,0
1,736,1,1,2,3,1,4,1,5,6683036,29,0,1,0
2,693,1,1,2,4,0,3,3,5,8422420,8,0,1,0
6,1802,2,1,5,1,0,2,2,5,13973207,6,0,0,1
2,888,1,1,3,3,1,1,1,2,10376644,29,1,0,0
3,973,1,1,3,5,1,3,1,5,9823069,13,0,0,1
1,663,1,1,2,1,1,3,1,2,4628531,20,0,0,1
3,700,1,1,2,2,1,1,2,6,8642777,40,0,0,1
2,976,1,1,3,4,1,4,1,5,10242458,13,0,0,1
5,2283,4,2,6,2,1,4,3,5,14517294,6,0,0,1
5,1301,1,1,3,2,1,2,2,4,12862024,7,1,0,0
1,1261,1,1,3,1,0,2,2,4,10096694,19,1,0,0
5,2365,4,2,6,1,0,2,3,6,19853696,24,1,0,0
3,958,1,1,3,2,0,1,2,6,9323342,12,0,0,1
4,1587,2,1,4,1,1,1,2,3,9041121,23,0,1,0
7,1977,2,1,5,5,1,1,2,4,22858374,33,1,0,0
3,1137,1,1,3,5,0,3,2,6,10869747,5,0,0,1
3,865,1,1,3,4,0,2,3,4,8016334,27,0,0,1
3,1125,1,1,3,1,1,2,1,6,9553701,22,0,1,0
1,1635,2,2,4,5,0,2,1,2,11204891,5,1,0,0
5,2345,4,2,6,2,0,2,3,6,13996145,10,0,0,1
3,1072,1,1,3,4,1,1,2,4,8920694,25,0,1,0
5,2416,4,2,6,2,1,2,2,6,20479346,22,1,0,0
4,1720,2,1,4,1,0,3,2,3,8799214,50,0,0,1
1,727,1,1,2,2,1,1,2,3,6188028,13,0,0,1
7,1970,2,1,5,5,1,3,3,5,16888334,40,0,0,1
4,1891,3,2,5,3,1,4,2,6,12881660,45,0,0,1
1,1227,1,1,3,2,1,4,2,1,6638058,6,0,1,0
3,1253,2,1,4,2,1,3,2,5,11517464,9,0,0,1
1,1278,1,1,3,4,0,3,3,4,11093077,21,1,0,0
2,692,1,1,2,2,0,4,1,1,4870547,8,0,0,1
3,1186,1,1,3,5,0,4,2,4,13459912,29,1,0,0
5,1881,3,2,5,3,1,4,2,6,13515668,8,0,0,1
3,898,1,1,3,2,1,1,3,6,10798668,6,0,0,1
4,1661,2,1,4,3,1,4,3,1,8990816,29,0,1,0
5,1536,2,1,4,1,0,3,2,5,9182265,15,0,1,0
3,726,1,1,2,5,1,2,1,4,7511011,33,0,0,1
2,961,1,1,3,1,1,2,2,2,11363024,18,1,0,0
1,1356,2,2,4,4,1,4,1,4,7619899,43,0,1,0
3,882,1,1,3,5,0,2,1,6,9064155,4,0,0,1
1,1558,2,2,4,5,1,2,2,2,8316858,40,0,0,1
1,1440,2,2,4,4,1,2,1,5,8315616,41,0,1,0
1,691,1,1,2,5,1,2,2,3,6417143,20,0,0,1
2,1255,2,2,4,2,0,1,2,6,10467778,11,0,1,0
3,1009,1,1,3,5,1,4,2,5,13923830,24,1,0,0
2,1065,1,1,3,2,0,1,3,1,7165643,5,0,1,0
3,1065,1,1,3,5,1,2,2,6,10274283,38,0,1,0
1,694,1,1,2,1,1,3,1,2,4054455,44,0,1,0
3,1045,1,1,3,3,0,4,2,6,9273075,18,0,1,0
1,730,1,1,2,4,1,3,1,4,5786000,32,0,1,0
4,1871,3,2,5,2,0,4,2,2,9107905,49,0,0,1
3,994,1,1,3,5,1,4,2,5,9798081,22,0,1,0
6,1754,1,1,4,5,0,1,1,4,11288943,27,0,1,0
5,2224,4,2,6,2,1,3,3,5,13062751,29,0,1,0
1,836,1,1,2,4,0,3,1,1,3795197,22,0,0,1
1,1399,2,2,4,2,0,4,1,6,11680140,39,1,0,0
4,1950,3,2,5,3,1,1,3,4,11688708,11,0,1,0
6,1519,1,1,4,3,1,2,3,5,13585023,39,0,0,1
6,1605,1,1,4,1,1,3,1,5,12683609,40,0,0,1
3,1230,2,1,4,3,0,4,2,5,14603074,7,1,0,0
1,584,1,1,2,4,1,4,1,5,7870992,30,1,0,0
4,1590,2,1,4,4,0,3,2,5,13901784,54,1,0,0
4,1734,2,1,4,2,0,2,1,6,10618679,10,0,0,1
3,786,1,1,2,4,0,3,3,5,11232253,6,1,0,0
3,701,1,1,2,1,0,4,2,4,8820090,36,1,0,0
2,783,1,1,2,5,1,3,1,5,8982050,38,0,0,1
6,1739,1,1,4,1,0,2,2,5,13338748,15,0,0,1
3,1127,1,1,3,3,0,3,3,5,9168739,32,0,1,0
3,919,1,1,3,4,0,4,1,4,10495993,28,1,0,0
3,902,1,1,3,3,0,3,2,5,8940061,4,0,0,1
2,838,1,1,3,5,1,4,1,4,11790920,37,1,0,0
3,1026,1,1,3,4,0,4,1,6,12772389,21,1,0,0
1,1346,2,2,4,1,1,3,3,3,7894901,44,0,1,0
5,1764,2,1,4,5,0,2,2,6,11399512,23,0,0,1
3,825,1,1,3,1,1,2,2,5,11735089,14,1,0,0
4,1542,2,1,4,4,1,3,2,6,11327820,11,0,1,0
5,1869,3,2,5,2,0,4,3,5,11839550,16,0,0,1
